Updated at 14:42:39,LSEG Data Stream,PAR_MID1,DEFLT_PROB,RECOV_RATE,,,,CBSL m2b survey,,
,Timestamp,PAR_MID1,DEFLT_PROB,RECOV_RATE,expected_loss,GDP_growth_rate_annual_pct,,sovereign_exposure_tn_rs_annual,total_local_debt_tn_rs_annual,gamma
,01/09/2015,305.31,23.029,40,0.138174,,,,,
,31/08/2015,305.29,23.038,40,0.138228,,,,,
,28/08/2015,305.41,23.058,40,0.138348,,,,,
,27/08/2015,305.22,23.077,40,0.138462,,,,,
,26/08/2015,305.46,23.106,40,0.138636,,,,,
,25/08/2015,305.34,23.109,40,0.138654,,,,,
,24/08/2015,305.32,23.118,40,0.138708,,,,,
,21/08/2015,305.31,23.129,40,0.138774,,,,,
,19/08/2015,,23.188,40,0.139128,,,,,
,18/08/2015,305.27,23.18,40,0.13908,,,,,
,17/08/2015,305.31,23.194,40,0.139164,,,,,
,14/08/2015,305.34,23.207,40,0.139242,,,,,
,13/08/2015,305.35,23.241,40,0.139446,,,,,
,12/08/2015,305.27,23.247,40,0.139482,,,,,
,11/08/2015,305.33,23.263,40,0.139578,,,,,
,10/08/2015,305.31,23.271,40,0.139626,,,,,
,07/08/2015,305.31,23.282,40,0.139692,,,,,
,06/08/2015,305.37,23.319,40,0.139914,,,,,
,05/08/2015,305.34,23.328,40,0.139968,,,,,
,04/08/2015,305.3,23.336,40,0.140016,,,,,
,03/08/2015,305.28,23.346,40,0.140076,,,,,
,31/07/2015,305.31,23.359,40,0.140154,,,,,
,30/07/2015,305.36,23.396,40,0.140376,,,,,
,29/07/2015,305.3,23.402,40,0.140412,,,,,
,28/07/2015,305.29,23.413,40,0.140478,,,,,
,27/07/2015,305.29,23.424,40,0.140544,,,,,
,24/07/2015,305.24,23.431,40,0.140586,,,,,
,23/07/2015,305.46,23.48,40,0.14088,,,,,
,22/07/2015,305.17,23.47,40,0.14082,,,,,
,21/07/2015,305.32,23.492,40,0.140952,,,,,
,20/07/2015,305.32,23.502,40,0.141012,,,,,
,17/07/2015,305.36,23.516,40,0.141096,,,,,
,16/07/2015,305.39,23.551,40,0.141306,,,,,
,15/07/2015,305.43,23.565,40,0.14139,,,,,
,14/07/2015,305.34,23.57,40,0.14142,,,,,
,13/07/2015,305.34,23.58,40,0.14148,,,,,
,10/07/2015,305.44,23.599,40,0.141594,,,,,
,09/07/2015,305.5,23.636,40,0.141816,,,,,
,08/07/2015,305.48,23.646,40,0.141876,,,,,
,07/07/2015,305.36,23.649,40,0.141894,,,,,
,06/07/2015,305.36,23.66,40,0.14196,,,,,
,03/07/2015,305.4,23.674,40,0.142044,,,,,
,02/07/2015,305.49,23.713,40,0.142278,,,,,
,01/07/2015,305.4,23.717,40,0.142302,,,,,
,30/06/2015,305.38,23.727,40,0.142362,,,,,
,29/06/2015,305.38,23.738,40,0.142428,,,,,
,26/06/2015,305.38,23.749,40,0.142494,,,,,
,25/06/2015,305.4,23.783,40,0.142698,,,,,
,24/06/2015,305.4,23.794,40,0.142764,,,,,
,23/06/2015,305.41,23.806,40,0.142836,,,,,
,22/06/2015,305.41,23.817,40,0.142902,,,,,
,19/06/2015,304.22,23.747,40,0.142482,,,,,
,18/06/2015,304.28,22.772,40,0.136632,,,,,
,17/06/2015,304.28,22.784,40,0.136704,,,,,
,16/06/2015,304.26,22.793,40,0.136758,,,,,
,15/06/2015,304.26,22.804,40,0.136824,,,,,
,12/06/2015,304.2,22.811,40,0.136866,,,,,
,11/06/2015,304.27,22.849,40,0.137094,,,,,
,10/06/2015,304.23,22.856,40,0.137136,,,,,
,09/06/2015,304.22,22.867,40,0.137202,,,,,
,08/06/2015,304.22,22.879,40,0.137274,,,,,
,05/06/2015,304.25,22.891,40,0.137346,,,,,
,04/06/2015,304.26,22.926,40,0.137556,,,,,
,03/06/2015,304.28,22.938,40,0.137628,,,,,
,02/06/2015,304.33,22.953,40,0.137718,,,,,
,01/06/2015,304.21,22.956,40,0.137736,,,,,
,29/05/2015,304.21,22.967,40,0.137802,,,,,
,28/05/2015,304.25,23.003,40,0.138018,,,,,
,27/05/2015,304.21,23.011,40,0.138066,,,,,
,26/05/2015,304.21,23.022,40,0.138132,,,,,
,25/05/2015,304.21,23.033,40,0.138198,,,,,
,22/05/2015,304.32,23.052,40,0.138312,,,,,
,21/05/2015,304.38,23.089,40,0.138534,,,,,
,20/05/2015,304.3,23.094,40,0.138564,,,,,
,19/05/2015,304.3,23.105,40,0.13863,,,,,
,18/05/2015,304.3,23.116,40,0.138696,,,,,
,15/05/2015,304.3,23.128,40,0.138768,,,,,
,14/05/2015,304.32,23.162,40,0.138972,,,,,
,13/05/2015,304.3,23.171,40,0.139026,,,,,
,12/05/2015,304.31,23.183,40,0.139098,,,,,
,11/05/2015,304.31,23.194,40,0.139164,,,,,
,08/05/2015,304.34,23.208,40,0.139248,,,,,
,07/05/2015,304.34,23.24,40,0.13944,,,,,
,06/05/2015,304.36,23.252,40,0.139512,,,,,
,05/05/2015,304.34,23.262,40,0.139572,,,,,
,04/05/2015,304.34,23.273,40,0.139638,,,,,
,01/05/2015,304.33,23.284,40,0.139704,,,,,
,30/04/2015,304.35,23.318,40,0.139908,,,,,
,29/04/2015,304.28,23.325,40,0.13995,,,,,
,28/04/2015,304.3,23.337,40,0.140022,,,,,
,27/04/2015,304.3,23.349,40,0.140094,,,,,
,24/04/2015,304.32,23.361,40,0.140166,,,,,
,23/04/2015,304.28,23.391,40,0.140346,,,,,
,22/04/2015,304.29,23.403,40,0.140418,,,,,
,21/04/2015,304.27,23.413,40,0.140478,,,,,
,20/04/2015,304.34,23.429,40,0.140574,,,,,
,17/04/2015,304.31,23.438,40,0.140628,,,,,
,16/04/2015,304.34,23.472,40,0.140832,,,,,
,15/04/2015,304.33,23.483,40,0.140898,,,,,
,14/04/2015,304.27,23.489,40,0.140934,,,,,
,13/04/2015,304.3,23.503,40,0.141018,,,,,
,10/04/2015,304.27,23.511,40,0.141066,,,,,
,09/04/2015,304.34,23.549,40,0.141294,,,,,
,08/04/2015,304.25,23.554,40,0.141324,,,,,
,07/04/2015,304.34,23.571,40,0.141426,,,,,
,06/04/2015,304.32,23.581,40,0.141486,,,,,
,03/04/2015,304.36,23.595,40,0.14157,,,,,
,02/04/2015,304.24,23.619,40,0.141714,,,,,
,01/04/2015,304.41,23.642,40,0.141852,,,,,
,31/03/2015,304.26,23.642,40,0.141852,,,,,
,30/03/2015,304.36,23.66,40,0.14196,,,,,
,27/03/2015,304.33,23.669,40,0.142014,,,,,
,26/03/2015,304.31,23.7,40,0.1422,,,,,
,25/03/2015,304.32,23.712,40,0.142272,,,,,
,24/03/2015,304.27,23.72,40,0.14232,,,,,
,23/03/2015,302.48,23.74,40,0.14244,,,,,
,20/03/2015,304.25,23.74,40,0.14244,,,,,
,19/03/2015,302.44,23.646,40,0.141876,,,,,
,18/03/2015,302.41,22.649,40,0.135894,,,,,
,17/03/2015,302.48,22.664,40,0.135984,,,,,
,16/03/2015,302.44,22.671,40,0.136026,,,,,
,13/03/2015,302.4,22.68,40,0.13608,,,,,
,12/03/2015,302.39,22.712,40,0.136272,,,,,
,11/03/2015,302.41,22.724,40,0.136344,,,,,
,10/03/2015,302.47,22.739,40,0.136434,,,,,
,09/03/2015,302.41,22.746,40,0.136476,,,,,
,06/03/2015,302.37,22.786,40,0.136716,,,,,
,05/03/2015,302.49,22.796,40,0.136776,,,,,
,04/03/2015,302.48,22.806,40,0.136836,,,,,
,03/03/2015,302.35,22.807,40,0.136842,,,,,
,02/03/2015,302.46,22.826,40,0.136956,,,,,
,27/02/2015,302.5,22.841,40,0.137046,,,,,
,26/02/2015,302.48,22.872,40,0.137232,,,,,
,25/02/2015,302.46,22.882,40,0.137292,,,,,
,24/02/2015,302.49,22.895,40,0.13737,,,,,
,23/02/2015,302.5,22.906,40,0.137436,,,,,
,20/02/2015,302.61,22.924,40,0.137544,,,,,
,19/02/2015,302.51,22.95,40,0.1377,,,,,
,18/02/2015,302.5,22.961,40,0.137766,,,,,
,17/02/2015,302.54,22.975,40,0.13785,,,,,
,16/02/2015,302.54,22.986,40,0.137916,,,,,
,13/02/2015,302.5,22.994,40,0.137964,,,,,
,12/02/2015,302.6,23.035,40,0.13821,,,,,
,11/02/2015,302.47,23.036,40,0.138216,,,,,
,10/02/2015,302.69,23.063,40,0.138378,,,,,
,09/02/2015,302.52,23.062,40,0.138372,,,,,
,06/02/2015,302.46,23.101,40,0.138606,,,,,
,05/02/2015,302.57,23.11,40,0.13866,,,,,
,04/02/2015,302.46,23.113,40,0.138678,,,,,
,03/02/2015,302.38,23.118,40,0.138708,,,,,
,02/02/2015,302.44,23.134,40,0.138804,,,,,
,30/01/2015,302.42,23.144,40,0.138864,,,,,
,29/01/2015,302.475,23.18,40,0.13908,,,,,
,28/01/2015,302.526,23.194,40,0.139164,,,,,
,27/01/2015,302.42,23.198,40,0.139188,,,,,
,26/01/2015,302.43,23.22,40,0.13932,,,,,
,23/01/2015,302.36,23.215,40,0.13929,,,,,
,22/01/2015,302.53,23.26,40,0.13956,,,,,
,21/01/2015,302.6,23.276,40,0.139656,,,,,
,20/01/2015,302.54,23.283,40,0.139698,,,,,
,19/01/2015,302.54,23.294,40,0.139764,,,,,
,16/01/2015,302.35,23.291,40,0.139746,,,,,
,15/01/2015,302.6,23.343,40,0.140058,,,,,
,14/01/2015,302.66,23.357,40,0.140142,,,,,
,13/01/2015,302.52,23.358,40,0.140148,,,,,
,12/01/2015,302.5,23.367,40,0.140202,,,,,
,09/01/2015,302.38,23.369,40,0.140214,,,,,
,08/01/2015,302.54,23.413,40,0.140478,,,,,
,07/01/2015,302.72,23.437,40,0.140622,,,,,
,06/01/2015,302.5,23.432,40,0.140592,,,,,
,05/01/2015,302.51,23.444,40,0.140664,,,,,
,02/01/2015,302.5,23.454,40,0.140724,,,,,
,01/01/2015,302.53,23.488,40,0.140928,,,,,
