Updated at 14:42:39,LSEG Data Stream,PAR_MID1,DEFLT_PROB,RECOV_RATE,,,,CBSL m2b survey,,
,Timestamp,PAR_MID1,DEFLT_PROB,RECOV_RATE,expected_loss,GDP_growth_rate_annual_pct,,sovereign_exposure_tn_rs_annual,total_local_debt_tn_rs_annual,gamma
,01/01/2025,3217.73,77.655,40,0.46593,,,10.7,30.795,0.347459003
,31/12/2024,3214.87,77.653,40,0.465918,5.00871931,,9.5,28.344,0.335167937
,30/12/2024,3217.57,77.712,40,0.466272,5.00871931,,9.5,28.344,0.335167937
,27/12/2024,3212.28,77.711,40,0.466266,5.00871931,,9.5,28.344,0.335167937
,26/12/2024,3210.95,77.745,40,0.46647,5.00871931,,9.5,28.344,0.335167937
,25/12/2024,3206.65,77.722,40,0.466332,5.00871931,,9.5,28.344,0.335167937
,24/12/2024,3207.02,77.753,40,0.466518,5.00871931,,9.5,28.344,0.335167937
,23/12/2024,3202.55,77.729,40,0.466374,5.00871931,,9.5,28.344,0.335167937
,20/12/2024,3196.37,77.788,40,0.466728,5.00871931,,9.5,28.344,0.335167937
,19/12/2024,3198.01,77.804,40,0.466824,5.00871931,,9.5,28.344,0.335167937
,18/12/2024,3190.79,77.757,40,0.466542,5.00871931,,9.5,28.344,0.335167937
,17/12/2024,3191.89,77.867,40,0.467202,5.00871931,,9.5,28.344,0.335167937
,16/12/2024,3186.43,77.843,40,0.467058,5.00871931,,9.5,28.344,0.335167937
,13/12/2024,3178.68,77.863,40,0.467178,5.00871931,,9.5,28.344,0.335167937
,12/12/2024,3175.24,77.886,40,0.467316,5.00871931,,9.5,28.344,0.335167937
,11/12/2024,3172.02,77.9,40,0.4674,5.00871931,,9.5,28.344,0.335167937
,10/12/2024,3170.71,77.931,40,0.467586,5.00871931,,9.5,28.344,0.335167937
,09/12/2024,3166.87,77.933,40,0.467598,5.00871931,,9.5,28.344,0.335167937
,06/12/2024,3163.78,78.019,40,0.468114,5.00871931,,9.5,28.344,0.335167937
,05/12/2024,3161.55,77.997,40,0.467982,5.00871931,,9.5,28.344,0.335167937
,04/12/2024,3161.97,78.036,40,0.468216,5.00871931,,9.5,28.344,0.335167937
,03/12/2024,3161.31,78.018,40,0.468108,5.00871931,,9.5,28.344,0.335167937
,02/12/2024,3160.74,78.048,40,0.468288,5.00871931,,9.5,28.344,0.335167937
,29/11/2024,3153.59,78.087,40,0.468522,5.00871931,,9.5,28.344,0.335167937
,28/11/2024,3153.03,78.075,40,0.46845,5.00871931,,9.5,28.344,0.335167937
,27/11/2024,3152.08,78.097,40,0.468582,5.00871931,,9.5,28.344,0.335167937
,26/11/2024,3151.53,78.081,40,0.468486,5.00871931,,9.5,28.344,0.335167937
,25/11/2024,3155.38,78.169,40,0.469014,5.00871931,,9.5,28.344,0.335167937
,22/11/2024,3148.69,78.129,40,0.468774,5.00871931,,9.5,28.344,0.335167937
,21/11/2024,3146.7,78.138,40,0.468828,5.00871931,,9.5,28.344,0.335167937
,20/11/2024,3145.25,78.168,40,0.469008,5.00871931,,9.5,28.344,0.335167937
,19/11/2024,3140.76,78.17,40,0.46902,5.00871931,,9.5,28.344,0.335167937
,18/11/2024,3143.76,78.228,40,0.469368,5.00871931,,9.5,28.344,0.335167937
,15/11/2024,3137.28,78.24,40,0.46944,5.00871931,,9.5,28.344,0.335167937
,14/11/2024,3133.94,78.227,40,0.469362,5.00871931,,9.5,28.344,0.335167937
,13/11/2024,3134.91,78.277,40,0.469662,5.00871931,,9.5,28.344,0.335167937
,12/11/2024,3132.84,78.321,40,0.469926,5.00871931,,9.5,28.344,0.335167937
,11/11/2024,3129.29,78.31,40,0.46986,5.00871931,,9.5,28.344,0.335167937
,08/11/2024,3117.37,78.282,40,0.469692,5.00871931,,9.5,28.344,0.335167937
,07/11/2024,3120.44,78.365,40,0.47019,5.00871931,,9.5,28.344,0.335167937
,06/11/2024,3117.32,78.3,40,0.4698,5.00871931,,9.5,28.344,0.335167937
,05/11/2024,3114.19,78.357,40,0.470142,5.00871931,,9.5,28.344,0.335167937
,04/11/2024,3110.12,78.352,40,0.470112,5.00871931,,9.5,28.344,0.335167937
,01/11/2024,3100.05,78.305,40,0.46983,5.00871931,,9.5,28.344,0.335167937
,31/10/2024,3104.86,78.414,40,0.470484,5.00871931,,9.5,28.344,0.335167937
,30/10/2024,3097.36,78.353,40,0.470118,5.00871931,,9.5,28.344,0.335167937
,29/10/2024,3101.38,78.468,40,0.470808,5.00871931,,9.5,28.344,0.335167937
,28/10/2024,3098.08,78.433,40,0.470598,5.00871931,,9.5,28.344,0.335167937
,25/10/2024,3088.35,78.444,40,0.470664,5.00871931,,9.5,28.344,0.335167937
,24/10/2024,3088.16,78.482,40,0.470892,5.00871931,,9.5,28.344,0.335167937
,23/10/2024,3087.01,78.484,40,0.470904,5.00871931,,9.5,28.344,0.335167937
,22/10/2024,3086.51,78.525,40,0.47115,5.00871931,,9.5,28.344,0.335167937
,21/10/2024,3081.63,78.508,40,0.471048,5.00871931,,9.5,28.344,0.335167937
,18/10/2024,3073.93,78.579,40,0.471474,5.00871931,,9.5,28.344,0.335167937
,17/10/2024,3070.25,78.553,40,0.471318,5.00871931,,9.5,28.344,0.335167937
,16/10/2024,3067.26,78.578,40,0.471468,5.00871931,,9.5,28.344,0.335167937
,15/10/2024,3070.19,78.628,40,0.471768,5.00871931,,9.5,28.344,0.335167937
,14/10/2024,3068.18,78.615,40,0.47169,5.00871931,,9.5,28.344,0.335167937
,11/10/2024,3063.25,78.655,40,0.47193,5.00871931,,9.5,28.344,0.335167937
,10/10/2024,3064.1,78.689,40,0.472134,5.00871931,,9.5,28.344,0.335167937
,09/10/2024,3147.802,81.227,40,0.487362,5.00871931,,9.5,28.344,0.335167937
,08/10/2024,3059.98,78.708,40,0.472248,5.00871931,,9.5,28.344,0.335167937
,07/10/2024,3059,78.706,40,0.472236,5.00871931,,9.5,28.344,0.335167937
,04/10/2024,3045.56,78.679,40,0.472074,5.00871931,,9.5,28.344,0.335167937
,03/10/2024,3179.801,79.441,40,0.476646,5.00871931,,9.5,28.344,0.335167937
,02/10/2024,3028.67,78.718,40,0.472308,5.00871931,,9.5,28.344,0.335167937
,01/10/2024,3029.03,78.765,40,0.47259,5.00871931,,9.5,28.344,0.335167937
,30/09/2024,2896.453,,40,0,5.00871931,,9.5,28.344,0.335167937
,27/09/2024,3021.23,78.809,40,0.472854,5.00871931,,9.5,28.344,0.335167937
,26/09/2024,3018.82,78.778,40,0.472668,5.00871931,,9.5,28.344,0.335167937
,25/09/2024,3015.77,78.796,40,0.472776,5.00871931,,9.5,28.344,0.335167937
,24/09/2024,3018.42,78.871,40,0.473226,5.00871931,,9.5,28.344,0.335167937
,23/09/2024,2920.262,,40,0,5.00871931,,9.5,28.344,0.335167937
,20/09/2024,3011.2,78.878,40,0.473268,5.00871931,,9.5,28.344,0.335167937
,10/09/2024,,77.058,40,0.462348,5.00871931,,9.5,28.344,0.335167937
,09/09/2024,3241.52,77.084,40,0.462504,5.00871931,,9.5,28.344,0.335167937
,06/09/2024,3235.48,77.129,40,0.462774,5.00871931,,9.5,28.344,0.335167937
,05/09/2024,3232.98,77.092,40,0.462552,5.00871931,,9.5,28.344,0.335167937
,04/09/2024,3237.79,77.165,40,0.46299,5.00871931,,9.5,28.344,0.335167937
,03/09/2024,3401.906,79.4,40,0.4764,5.00871931,,9.5,28.344,0.335167937
,02/09/2024,3239.91,77.167,40,0.463002,5.00871931,,9.5,28.344,0.335167937
,30/08/2024,3231.48,77.185,40,0.46311,5.00871931,,9.5,28.344,0.335167937
,29/08/2024,3228.39,77.193,40,0.463158,5.00871931,,9.5,28.344,0.335167937
,28/08/2024,3225.49,77.205,40,0.46323,5.00871931,,9.5,28.344,0.335167937
,27/08/2024,3228.66,77.262,40,0.463572,5.00871931,,9.5,28.344,0.335167937
,26/08/2024,3222.68,77.223,40,0.463338,5.00871931,,9.5,28.344,0.335167937
,23/08/2024,3221.09,77.323,40,0.463938,5.00871931,,9.5,28.344,0.335167937
,22/08/2024,3218.03,77.276,40,0.463656,5.00871931,,9.5,28.344,0.335167937
,21/08/2024,3215.98,77.32,40,0.46392,5.00871931,,9.5,28.344,0.335167937
,20/08/2024,3220.82,77.368,40,0.464208,5.00871931,,9.5,28.344,0.335167937
,19/08/2024,3218.22,77.346,40,0.464076,5.00871931,,9.5,28.344,0.335167937
,16/08/2024,3210.26,77.373,40,0.464238,5.00871931,,9.5,28.344,0.335167937
,15/08/2024,3204.27,77.322,40,0.463932,5.00871931,,9.5,28.344,0.335167937
,14/08/2024,3200.42,77.384,40,0.464304,5.00871931,,9.5,28.344,0.335167937
,13/08/2024,3204.52,77.46,40,0.46476,5.00871931,,9.5,28.344,0.335167937
,12/08/2024,3206.67,77.473,40,0.464838,5.00871931,,9.5,28.344,0.335167937
,09/08/2024,3198.24,77.469,40,0.464814,5.00871931,,9.5,28.344,0.335167937
,08/08/2024,3193.21,77.437,40,0.464622,5.00871931,,9.5,28.344,0.335167937
,07/08/2024,3192.47,77.496,40,0.464976,5.00871931,,9.5,28.344,0.335167937
,06/08/2024,3190.87,77.51,40,0.46506,5.00871931,,9.5,28.344,0.335167937
,05/08/2024,3175.78,77.433,40,0.464598,5.00871931,,9.5,28.344,0.335167937
,02/08/2024,3190.05,77.688,40,0.466128,5.00871931,,9.5,28.344,0.335167937
,01/08/2024,3197.4,77.658,40,0.465948,5.00871931,,9.5,28.344,0.335167937
,31/07/2024,3199.12,77.662,40,0.465972,5.00871931,,9.5,28.344,0.335167937
,30/07/2024,3201.52,77.65,40,0.4659,5.00871931,,9.5,28.344,0.335167937
,29/07/2024,3198.2,77.622,40,0.465732,5.00871931,,9.5,28.344,0.335167937
,26/07/2024,3194.66,77.701,40,0.466206,5.00871931,,9.5,28.344,0.335167937
,25/07/2024,3189.67,77.65,40,0.4659,5.00871931,,9.5,28.344,0.335167937
,24/07/2024,3191.42,77.686,40,0.466116,5.00871931,,9.5,28.344,0.335167937
,23/07/2024,3193.69,77.725,40,0.46635,5.00871931,,9.5,28.344,0.335167937
,22/07/2024,3191.52,77.725,40,0.46635,5.00871931,,9.5,28.344,0.335167937
,19/07/2024,3184.06,77.758,40,0.466548,5.00871931,,9.5,28.344,0.335167937
,18/07/2024,3180.31,77.767,40,0.466602,5.00871931,,9.5,28.344,0.335167937
,17/07/2024,3178.15,77.799,40,0.466794,5.00871931,,9.5,28.344,0.335167937
,16/07/2024,3176.35,77.812,40,0.466872,5.00871931,,9.5,28.344,0.335167937
,15/07/2024,3177.39,77.827,40,0.466962,5.00871931,,9.5,28.344,0.335167937
,12/07/2024,3170.64,77.867,40,0.467202,5.00871931,,9.5,28.344,0.335167937
,11/07/2024,3176.22,77.932,40,0.467592,5.00871931,,9.5,28.344,0.335167937
,10/07/2024,3173.97,77.879,40,0.467274,5.00871931,,9.5,28.344,0.335167937
,09/07/2024,3176.11,77.92,40,0.46752,5.00871931,,9.5,28.344,0.335167937
,08/07/2024,3173.58,77.923,40,0.467538,5.00871931,,9.5,28.344,0.335167937
,05/07/2024,3169.83,78,40,0.468,5.00871931,,9.5,28.344,0.335167937
,04/07/2024,3168.43,77.913,40,0.467478,5.00871931,,9.5,28.344,0.335167937
,03/07/2024,3169.74,77.962,40,0.467772,5.00871931,,9.5,28.344,0.335167937
,02/07/2024,3167.35,77.974,40,0.467844,5.00871931,,9.5,28.344,0.335167937
,01/07/2024,3169.45,78.007,40,0.468042,5.00871931,,9.5,28.344,0.335167937
,28/06/2024,3159.42,78.016,40,0.468096,5.00871931,,9.5,28.344,0.335167937
,27/06/2024,3159.55,78.083,40,0.468498,5.00871931,,9.5,28.344,0.335167937
,26/06/2024,3156.23,78.052,40,0.468312,5.00871931,,9.5,28.344,0.335167937
,25/06/2024,3153.55,78.079,40,0.468474,5.00871931,,9.5,28.344,0.335167937
,24/06/2024,3153.22,78.124,40,0.468744,5.00871931,,9.5,28.344,0.335167937
,21/06/2024,3144.86,78.124,40,0.468744,5.00871931,,9.5,28.344,0.335167937
,20/06/2024,3145.11,78.152,40,0.468912,5.00871931,,9.5,28.344,0.335167937
,19/06/2024,3140.85,78.155,40,0.46893,5.00871931,,9.5,28.344,0.335167937
,18/06/2024,3142.05,78.201,40,0.469206,5.00871931,,9.5,28.344,0.335167937
,17/06/2024,3140.9,78.178,40,0.469068,5.00871931,,9.5,28.344,0.335167937
,14/06/2024,3129.59,78.197,40,0.469182,5.00871931,,9.5,28.344,0.335167937
,13/06/2024,3135.53,78.286,40,0.469716,5.00871931,,9.5,28.344,0.335167937
,12/06/2024,3138.48,78.303,40,0.469818,5.00871931,,9.5,28.344,0.335167937
,11/06/2024,3140,78.288,40,0.469728,5.00871931,,9.5,28.344,0.335167937
,10/06/2024,3131.85,78.198,40,0.469188,5.00871931,,9.5,28.344,0.335167937
,07/06/2024,3125.51,78.235,40,0.46941,5.00871931,,9.5,28.344,0.335167937
,06/06/2024,3124.18,78.337,40,0.470022,5.00871931,,9.5,28.344,0.335167937
,05/06/2024,3124.3,78.371,40,0.470226,5.00871931,,9.5,28.344,0.335167937
,04/06/2024,3126.85,78.395,40,0.47037,5.00871931,,9.5,28.344,0.335167937
,03/06/2024,3129.04,78.42,40,0.47052,5.00871931,,9.5,28.344,0.335167937
,31/05/2024,3126.59,78.451,40,0.470706,5.00871931,,9.5,28.344,0.335167937
,30/05/2024,3126.34,78.443,40,0.470658,5.00871931,,9.5,28.344,0.335167937
,29/05/2024,3124.91,78.419,40,0.470514,5.00871931,,9.5,28.344,0.335167937
,28/05/2024,3121.62,78.42,40,0.47052,5.00871931,,9.5,28.344,0.335167937
,27/05/2024,3119.59,78.467,40,0.470802,5.00871931,,9.5,28.344,0.335167937
,24/05/2024,3113.54,78.505,40,0.47103,5.00871931,,9.5,28.344,0.335167937
,23/05/2024,3107.24,78.456,40,0.470736,5.00871931,,9.5,28.344,0.335167937
,22/05/2024,3106.45,78.522,40,0.471132,5.00871931,,9.5,28.344,0.335167937
,21/05/2024,3105.82,78.548,40,0.471288,5.00871931,,9.5,28.344,0.335167937
,20/05/2024,3105.33,78.558,40,0.471348,5.00871931,,9.5,28.344,0.335167937
,17/05/2024,3095.08,78.571,40,0.471426,5.00871931,,9.5,28.344,0.335167937
,16/05/2024,3090.64,78.571,40,0.471426,5.00871931,,9.5,28.344,0.335167937
,15/05/2024,3091.95,78.655,40,0.47193,5.00871931,,9.5,28.344,0.335167937
,14/05/2024,3095.26,78.655,40,0.47193,5.00871931,,9.5,28.344,0.335167937
,13/05/2024,3093.39,78.636,40,0.471816,5.00871931,,9.5,28.344,0.335167937
,10/05/2024,3086.27,78.656,40,0.471936,5.00871931,,9.5,28.344,0.335167937
,09/05/2024,3085.69,78.707,40,0.472242,5.00871931,,9.5,28.344,0.335167937
,08/05/2024,3083.54,78.695,40,0.47217,5.00871931,,9.5,28.344,0.335167937
,07/05/2024,3082.77,78.722,40,0.472332,5.00871931,,9.5,28.344,0.335167937
,06/05/2024,3079.13,78.713,40,0.472278,5.00871931,,9.5,28.344,0.335167937
,03/05/2024,3077.73,78.797,40,0.472782,5.00871931,,9.5,28.344,0.335167937
,02/05/2024,3079.33,78.798,40,0.472788,5.00871931,,9.5,28.344,0.335167937
,01/05/2024,3082.91,78.825,40,0.47295,5.00871931,,9.5,28.344,0.335167937
,30/04/2024,3083.48,78.812,40,0.472872,5.00871931,,9.5,28.344,0.335167937
,29/04/2024,3078.87,78.832,40,0.472992,5.00871931,,9.5,28.344,0.335167937
,26/04/2024,3074.56,78.867,40,0.473202,5.00871931,,9.5,28.344,0.335167937
,25/04/2024,3074.1,78.879,40,0.473274,5.00871931,,9.5,28.344,0.335167937
,24/04/2024,3068.25,78.882,40,0.473292,5.00871931,,9.5,28.344,0.335167937
,23/04/2024,3069.9,78.935,40,0.47361,5.00871931,,9.5,28.344,0.335167937
,22/04/2024,3067.75,78.93,40,0.47358,5.00871931,,9.5,28.344,0.335167937
,19/04/2024,3060.69,78.935,40,0.47361,5.00871931,,9.5,28.344,0.335167937
,18/04/2024,3057.1,78.917,40,0.473502,5.00871931,,9.5,28.344,0.335167937
,17/04/2024,3058.07,78.998,40,0.473988,5.00871931,,9.5,28.344,0.335167937
,16/04/2024,3057.28,78.965,40,0.47379,5.00871931,,9.5,28.344,0.335167937
,15/04/2024,3056.44,79.023,40,0.474138,5.00871931,,9.5,28.344,0.335167937
,12/04/2024,3046.13,,40,0,5.00871931,,9.5,28.344,0.335167937
,11/04/2024,3047.93,79.038,40,0.474228,5.00871931,,9.5,28.344,0.335167937
,10/04/2024,3032.33,78.898,40,0.473388,5.00871931,,9.5,28.344,0.335167937
,09/04/2024,3034.99,79.081,40,0.474486,5.00871931,,9.5,28.344,0.335167937
,08/04/2024,3034.52,79.082,40,0.474492,5.00871931,,9.5,28.344,0.335167937
,05/04/2024,3022.08,79.057,40,0.474342,5.00871931,,9.5,28.344,0.335167937
,04/04/2024,3021.88,79.132,40,0.474792,5.00871931,,9.5,28.344,0.335167937
,03/04/2024,3021.95,79.151,40,0.474906,5.00871931,,9.5,28.344,0.335167937
,02/04/2024,3022.54,79.169,40,0.475014,5.00871931,,9.5,28.344,0.335167937
,01/04/2024,3013.14,79.092,40,0.474552,5.00871931,,9.5,28.344,0.335167937
,29/03/2024,3006.24,78.283,40,0.469698,5.00871931,,9.5,28.344,0.335167937
,28/03/2024,3005.82,79.191,40,0.475146,5.00871931,,9.5,28.344,0.335167937
,27/03/2024,3002.75,79.208,40,0.475248,5.00871931,,9.5,28.344,0.335167937
,26/03/2024,3002.13,79.211,40,0.475266,5.00871931,,9.5,28.344,0.335167937
,25/03/2024,3004.15,79.243,40,0.475458,5.00871931,,9.5,28.344,0.335167937
,22/03/2024,2997.16,79.284,40,0.475704,5.00871931,,9.5,28.344,0.335167937
,21/03/2024,2995.06,79.252,40,0.475512,5.00871931,,9.5,28.344,0.335167937
,20/03/2024,2998.32,79.322,40,0.475932,5.00871931,,9.5,28.344,0.335167937
,19/03/2024,3215.4,,40,0,5.00871931,,9.5,28.344,0.335167937
,18/03/2024,3212.99,77.436,40,0.464616,5.00871931,,9.5,28.344,0.335167937
,15/03/2024,3203.04,77.451,40,0.464706,5.00871931,,9.5,28.344,0.335167937
,28/02/2024,,77.689,40,0.466134,5.00871931,,9.5,28.344,0.335167937
,27/02/2024,3171.48,77.705,40,0.46623,5.00871931,,9.5,28.344,0.335167937
,26/02/2024,3168.37,77.717,40,0.466302,5.00871931,,9.5,28.344,0.335167937
,20/02/2024,,77.799,40,0.466794,5.00871931,,9.5,28.344,0.335167937
,19/02/2024,3152.83,77.824,40,0.466944,5.00871931,,9.5,28.344,0.335167937
,16/02/2024,3143.74,77.839,40,0.467034,5.00871931,,9.5,28.344,0.335167937
,14/02/2024,,77.85,40,0.4671,5.00871931,,9.5,28.344,0.335167937
,13/02/2024,3133.33,77.797,40,0.466782,5.00871931,,9.5,28.344,0.335167937
,12/02/2024,3131.33,77.918,40,0.467508,5.00871931,,9.5,28.344,0.335167937
,09/02/2024,3124.58,77.951,40,0.467706,5.00871931,,9.5,28.344,0.335167937
,08/02/2024,3119.93,77.94,40,0.46764,5.00871931,,9.5,28.344,0.335167937
,06/02/2024,,77.98,40,0.46788,5.00871931,,9.5,28.344,0.335167937
,05/02/2024,3115.83,77.98,40,0.46788,5.00871931,,9.5,28.344,0.335167937
,31/01/2024,,78.027,40,0.468162,5.00871931,,9.5,28.344,0.335167937
,30/01/2024,3098.65,78.067,40,0.468402,5.00871931,,9.5,28.344,0.335167937
,29/01/2024,3097.43,78.105,40,0.46863,5.00871931,,9.5,28.344,0.335167937
,24/01/2024,,78.135,40,0.46881,5.00871931,,9.5,28.344,0.335167937
,23/01/2024,3089.99,78.189,40,0.469134,5.00871931,,9.5,28.344,0.335167937
,22/01/2024,,78.195,40,0.46917,5.00871931,,9.5,28.344,0.335167937
,19/01/2024,3079.35,78.213,40,0.469278,5.00871931,,9.5,28.344,0.335167937
,18/01/2024,3074.47,78.199,40,0.469194,5.00871931,,9.5,28.344,0.335167937
,17/01/2024,,78.253,40,0.469518,5.00871931,,9.5,28.344,0.335167937
,16/01/2024,3067.66,78.243,40,0.469458,5.00871931,,9.5,28.344,0.335167937
,15/01/2024,3063.28,78.28,40,0.46968,5.00871931,,9.5,28.344,0.335167937
,10/01/2024,,78.336,40,0.470016,5.00871931,,9.5,28.344,0.335167937
,09/01/2024,3063.35,78.386,40,0.470316,5.00871931,,9.5,28.344,0.335167937
,04/01/2024,,78.42,40,0.47052,5.00871931,,9.5,28.344,0.335167937
,03/01/2024,3047.47,78.46,40,0.47076,5.00871931,,9.5,28.344,0.335167937
,02/01/2024,,78.5,40,0.471,5.00871931,,9.5,28.344,0.335167937
,01/01/2024,3038.71,78.456,40,0.470736,5.00871931,,9.5,28.344,0.335167937
,29/12/2023,3034.06,78.509,40,0.471054,-2.32984819,,8.6123,28.02,0.307362598
,26/12/2023,,78.523,40,0.471138,-2.32984819,,8.6123,28.02,0.307362598
,25/12/2023,3026.39,78.538,40,0.471228,-2.32984819,,8.6123,28.02,0.307362598
,13/12/2023,,78.75,40,0.4725,-2.32984819,,8.6123,28.02,0.307362598
,12/12/2023,3028.36,78.77,40,0.47262,-2.32984819,,8.6123,28.02,0.307362598
,06/12/2023,,78.837,40,0.473022,-2.32984819,,8.6123,28.02,0.307362598
,05/12/2023,3014.15,78.891,40,0.473346,-2.32984819,,8.6123,28.02,0.307362598
,01/12/2023,3010.22,78.978,40,0.473868,-2.32984819,,8.6123,28.02,0.307362598
,28/11/2023,,78.991,40,0.473946,-2.32984819,,8.6123,28.02,0.307362598
,27/11/2023,3016.99,79.039,40,0.474234,-2.32984819,,8.6123,28.02,0.307362598
,24/11/2023,3010.92,79.034,40,0.474204,-2.32984819,,8.6123,28.02,0.307362598
,22/11/2023,,79.051,40,0.474306,-2.32984819,,8.6123,28.02,0.307362598
,21/11/2023,3002.84,79.07,40,0.47442,-2.32984819,,8.6123,28.02,0.307362598
,20/11/2023,3004.47,79.108,40,0.474648,-2.32984819,,8.6123,28.02,0.307362598
,17/11/2023,2994.13,79.096,40,0.474576,-2.32984819,,8.6123,28.02,0.307362598
,16/11/2023,,79.111,40,0.474666,-2.32984819,,8.6123,28.02,0.307362598
,15/11/2023,2992.8,79.111,40,0.474666,-2.32984819,,8.6123,28.02,0.307362598
,14/11/2023,3003.14,79.313,40,0.475878,-2.32984819,,8.6123,28.02,0.307362598
,13/11/2023,,79.219,40,0.475314,-2.32984819,,8.6123,28.02,0.307362598
,10/11/2023,2993.15,79.216,40,0.475296,-2.32984819,,8.6123,28.02,0.307362598
,07/11/2023,,79.261,40,0.475566,-2.32984819,,8.6123,28.02,0.307362598
,06/11/2023,2984.22,79.266,40,0.475596,-2.32984819,,8.6123,28.02,0.307362598
,03/11/2023,2935.31,,40,0,-2.32984819,,8.6123,28.02,0.307362598
,01/11/2023,,79.361,40,0.476166,-2.32984819,,8.6123,28.02,0.307362598
,31/10/2023,2983.95,79.339,40,0.476034,-2.32984819,,8.6123,28.02,0.307362598
,27/10/2023,,79.432,40,0.476592,-2.32984819,,8.6123,28.02,0.307362598
,26/10/2023,2982.6,79.524,40,0.477144,-2.32984819,,8.6123,28.02,0.307362598
,25/10/2023,2977.99,79.433,40,0.476598,-2.32984819,,8.6123,28.02,0.307362598
,23/10/2023,,79.547,40,0.477282,-2.32984819,,8.6123,28.02,0.307362598
,20/10/2023,3032.56,79.747,40,0.478482,-2.32984819,,8.6123,28.02,0.307362598
,19/10/2023,2976.01,79.58,40,0.47748,-2.32984819,,8.6123,28.02,0.307362598
,18/10/2023,2969.39,79.52,40,0.47712,-2.32984819,,8.6123,28.02,0.307362598
,17/10/2023,3106.4,80.295,40,0.48177,-2.32984819,,8.6123,28.02,0.307362598
,16/10/2023,2961.21,79.574,40,0.477444,-2.32984819,,8.6123,28.02,0.307362598
,13/10/2023,,79.603,40,0.477618,-2.32984819,,8.6123,28.02,0.307362598
,12/10/2023,2952.85,79.608,40,0.477648,-2.32984819,,8.6123,28.02,0.307362598
,11/10/2023,2948.33,79.644,40,0.477864,-2.32984819,,8.6123,28.02,0.307362598
,10/10/2023,,79.602,40,0.477612,-2.32984819,,8.6123,28.02,0.307362598
,09/10/2023,2949.23,79.638,40,0.477828,-2.32984819,,8.6123,28.02,0.307362598
,06/10/2023,2949.45,79.749,40,0.478494,-2.32984819,,8.6123,28.02,0.307362598
,05/10/2023,2944.38,79.751,40,0.478506,-2.32984819,,8.6123,28.02,0.307362598
,04/10/2023,,79.758,40,0.478548,-2.32984819,,8.6123,28.02,0.307362598
,03/10/2023,2935.43,79.78,40,0.47868,-2.32984819,,8.6123,28.02,0.307362598
,29/09/2023,,79.797,40,0.478782,-2.32984819,,8.6123,28.02,0.307362598
,28/09/2023,2935.43,79.86,40,0.47916,-2.32984819,,8.6123,28.02,0.307362598
,27/09/2023,,79.826,40,0.478956,-2.32984819,,8.6123,28.02,0.307362598
,26/09/2023,2931.57,79.861,40,0.479166,-2.32984819,,8.6123,28.02,0.307362598
,25/09/2023,2930.71,79.877,40,0.479262,-2.32984819,,8.6123,28.02,0.307362598
,22/09/2023,,79.905,40,0.47943,-2.32984819,,8.6123,28.02,0.307362598
,21/09/2023,2926.67,79.949,40,0.479694,-2.32984819,,8.6123,28.02,0.307362598
,20/09/2023,2918.57,79.888,40,0.479328,-2.32984819,,8.6123,28.02,0.307362598
,19/09/2023,3092.36,,40,0,-2.32984819,,8.6123,28.02,0.307362598
,18/09/2023,,78.254,40,0.469524,-2.32984819,,8.6123,28.02,0.307362598
,15/09/2023,3082.18,78.279,40,0.469674,-2.32984819,,8.6123,28.02,0.307362598
,14/09/2023,,78.294,40,0.469764,-2.32984819,,8.6123,28.02,0.307362598
,13/09/2023,3080.43,78.369,40,0.470214,-2.32984819,,8.6123,28.02,0.307362598
,12/09/2023,3076.68,78.331,40,0.469986,-2.32984819,,8.6123,28.02,0.307362598
,11/09/2023,3073.67,78.347,40,0.470082,-2.32984819,,8.6123,28.02,0.307362598
,08/09/2023,3063.78,78.356,40,0.470136,-2.32984819,,8.6123,28.02,0.307362598
,06/09/2023,,78.403,40,0.470418,-2.32984819,,8.6123,28.02,0.307362598
,05/09/2023,3059.12,78.422,40,0.470532,-2.32984819,,8.6123,28.02,0.307362598
,04/09/2023,3054.93,78.452,40,0.470712,-2.32984819,,8.6123,28.02,0.307362598
,17/07/2023,,79.162,40,0.474972,-2.32984819,,8.6123,28.02,0.307362598
,14/07/2023,2945.14,79.155,40,0.47493,-2.32984819,,8.6123,28.02,0.307362598
,28/06/2023,,79.302,40,0.475812,-2.32984819,,8.6123,28.02,0.307362598
,27/06/2023,2917.93,79.301,40,0.475806,-2.32984819,,8.6123,28.02,0.307362598
,26/06/2023,2914.31,79.328,40,0.475968,-2.32984819,,8.6123,28.02,0.307362598
,23/06/2023,2911.22,79.396,40,0.476376,-2.32984819,,8.6123,28.02,0.307362598
,22/06/2023,2908.17,79.367,40,0.476202,-2.32984819,,8.6123,28.02,0.307362598
,21/06/2023,2906.32,79.418,40,0.476508,-2.32984819,,8.6123,28.02,0.307362598
,20/06/2023,2906.51,79.447,40,0.476682,-2.32984819,,8.6123,28.02,0.307362598
,19/06/2023,2905.39,79.458,40,0.476748,-2.32984819,,8.6123,28.02,0.307362598
,16/06/2023,2895.83,79.451,40,0.476706,-2.32984819,,8.6123,28.02,0.307362598
,15/06/2023,2898.44,79.564,40,0.477384,-2.32984819,,8.6123,28.02,0.307362598
,14/06/2023,2891.88,79.489,40,0.476934,-2.32984819,,8.6123,28.02,0.307362598
,13/06/2023,2888.19,79.462,40,0.476772,-2.32984819,,8.6123,28.02,0.307362598
